Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 16:38:30,2018-07-05 16:40:35,2m - 4.331s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 16:38:32,2018-07-05 16:40:05,1m - 33.581s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 16:38:33,2018-07-05 16:38:51,17.629s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 16:38:51,2018-07-05 16:38:56,5.235s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-05 16:38:56,2018-07-05 16:38:57,1.338s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 16:38:57,2018-07-05 16:39:22,24.514s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 16:39:22,2018-07-05 16:39:22,0.451s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 16:39:22,2018-07-05 16:39:22,0.193s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:39:22,2018-07-05 16:39:24,1.082s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 16:39:24,2018-07-05 16:39:24,0.674s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:39:24,2018-07-05 16:39:25,0.383s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:39:25,2018-07-05 16:39:27,2.202s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:39:27,2018-07-05 16:39:27,0.349s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:39:27,2018-07-05 16:39:27,0.363s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 16:39:27,2018-07-05 16:39:45,17.205s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:39:45,2018-07-05 16:39:47,2.012s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 16:39:47,2018-07-05 16:39:47,0.199s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:39:47,2018-07-05 16:39:49,2.016s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:39:49,2018-07-05 16:39:49,0.342s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 16:39:49,2018-07-05 16:39:51,1.853s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 16:39:51,2018-07-05 16:39:51,0.048s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 16:39:51,2018-07-05 16:39:52,1.130s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 16:39:52,2018-07-05 16:39:53,0.160s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 16:39:53,2018-07-05 16:39:53,0.697s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:39:53,2018-07-05 16:40:05,12.012s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC32_Validate Advance search through Processing code,Chrome 67.0.3396.99,,2018-07-05 16:40:05,2018-07-05 16:40:29,23.234s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 16:40:06,2018-07-05 16:40:17,10.997s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:40:17,2018-07-05 16:40:17,0.321s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:40:17,2018-07-05 16:40:19,2.026s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:40:20,2018-07-05 16:40:20,0.330s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:40:20,2018-07-05 16:40:20,0.425s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 16:40:20,2018-07-05 16:40:21,0.514s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:40:21,2018-07-05 16:40:23,2.007s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 16:40:23,2018-07-05 16:40:23,0.182s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:40:23,2018-07-05 16:40:25,2.008s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:40:25,2018-07-05 16:40:25,0.301s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 16:40:25,2018-07-05 16:40:27,1.627s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 16:40:27,2018-07-05 16:40:27,0.016s,PASSED
Statement - Resp_code = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 16:40:27,2018-07-05 16:40:27,0.470s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 16:40:27,2018-07-05 16:40:29,1.073s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC33_Validate Advance search through Hashed card pan,Chrome 67.0.3396.99,,2018-07-05 16:40:29,2018-07-05 16:40:33,4.417s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 16:40:29,2018-07-05 16:40:29,0.231s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:40:29,2018-07-05 16:40:30,0.399s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:40:30,2018-07-05 16:40:32,2.024s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:40:32,2018-07-05 16:40:32,0.191s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:40:32,2018-07-05 16:40:33,0.867s,FAILED
